ADOB_ID;ADS_OID;ADOB_LIIK;ORIG_TUNNUS;ETAK_ID;ADS_KEHTIV;OLEK;ADR_ID;KOODAADRESS;TAISAADRESS;LAHIAADRESS;AADR_OLEK;VIITEPUNKT_X;VIITEPUNKT_Y;TASE1_KOOD;TASE1_NIMETUS;TASE1_NIMETUS_LIIGIGA;TASE2_KOOD;TASE2_NIMETUS;TASE2_NIMETUS_LIIGIGA;TASE3_KOOD;TASE3_NIMETUS;TASE3_NIMETUS_LIIGIGA;TASE4_KOOD;TASE4_NIMETUS;TASE4_NIMETUS_LIIGIGA;TASE5_KOOD;TASE5_NIMETUS;TASE5_NIMETUS_LIIGIGA;TASE6_KOOD;TASE6_NIMETUS;TASE6_NIMETUS_LIIGIGA;TASE7_KOOD;TASE7_NIMETUS;TASE7_NIMETUS_LIIGIGA;TASE8_KOOD;TASE8_NIMETUS;TASE8_NIMETUS_LIIGIGA
117514;"LP00011685";"LP";"3270472";;"11.09.2007 15:27:13";"K";112463;"377840596000004H10000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Kose põik";"Kose põik";"K";547950,71;6591768,34;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"04H1";"Kose põik";"Kose põik";"";"";"";"";"";"";"";"";""
118754;"LP00013204";"LP";"2107584";;"19.02.2004 02:26:19";"K";118457;"377840596000004910000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Haaviku põik";"Haaviku põik";"K";547858,03;6595027,22;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"0491";"Haaviku põik";"Haaviku põik";"";"";"";"";"";"";"";"";""
123638;"LP00019153";"LP";"2111154";;"19.02.2004 03:11:04";"K";116735;"377840176000003JB0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Liivaranna tee";"Liivaranna tee";"K";532450,66;6591251,38;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03JB";"Liivaranna tee";"Liivaranna tee";"";"";"";"";"";"";"";"";""
117987;"LP00012263";"LP";"2110971";;"19.02.2004 03:09:32";"K";108662;"377840176000004810000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Kätki tn";"Kätki tn";"K";535704,28;6588515,29;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"0481";"Kätki tn";"Kätki tänav";"";"";"";"";"";"";"";"";""
117989;"LP00012265";"LP";"2114015";;"19.02.2004 04:23:09";"K";116730;"3778402980000046X0000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Lahe tn";"Lahe tn";"K";544468,52;6589326,37;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"046X";"Lahe tn";"Lahe tänav";"";"";"";"";"";"";"";"";""
117992;"LP00012269";"LP";"2119415";;"19.02.2004 06:36:53";"K";108706;"377840524000004200000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Kitsas tn";"Kitsas tn";"K";539745,23;6583708,03;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"0420";"Kitsas tn";"Kitsas tänav";"";"";"";"";"";"";"";"";""
117993;"LP00012270";"LP";"2116663";;"19.02.2004 05:32:04";"K";108717;"3778406140000047H0000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Taime tn";"Taime tn";"K";540398,06;6589743,21;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"047H";"Taime tn";"Taime tänav";"";"";"";"";"";"";"";"";""
118505;"LP00012897";"LP";"2104770";;"19.02.2004 01:26:08";"K";115423;"3778403870000063B0000000000000000";"Harju maakond, Tallinna linn, Lasnamäe linnaosa, Vana-Kuuli tn";"Vana-Kuuli tn";"K";546896,86;6590006,16;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0387";"Lasnamäe linnaosa";"Lasnamäe linnaosa";"";"";"";"063B";"Vana-Kuuli tn";"Vana-Kuuli tänav";"";"";"";"";"";"";"";"";""
120643;"LP00015520";"LP";"2111067";;"19.02.2004 03:10:18";"K";116844;"377840176000003NE0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Merihärja tn";"Merihärja tn";"K";532915,32;6590757,51;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03NE";"Merihärja tn";"Merihärja tänav";"";"";"";"";"";"";"";"";""
119359;"LP00013946";"LP";"2608100";;"14.05.2004 20:27:01";"K";106522;"377840176000001MZ0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Vainutalu tn";"Vainutalu tn";"K";533000,99;6590309,66;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"01MZ";"Vainutalu tn";"Vainutalu tänav";"";"";"";"";"";"";"";"";""
120668;"LP00015550";"LP";"2106559";;"19.02.2004 02:08:43";"K";114161;"3778405960000042Z0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Kõdra tee";"Kõdra tee";"K";549712,51;6595212,68;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"042Z";"Kõdra tee";"Kõdra tee";"";"";"";"";"";"";"";"";""
120669;"LP00015552";"LP";"2116661";;"19.02.2004 05:32:03";"K";114181;"3778406140000047I0000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Telliskivi tn";"Telliskivi tn";"K";541042,64;6589056,35;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"047I";"Telliskivi tn";"Telliskivi tänav";"";"";"";"";"";"";"";"";""
120432;"LP00015261";"LP";"2104665";;"19.02.2004 01:23:54";"K";118302;"377840387000003WY0000000000000000";"Harju maakond, Tallinna linn, Lasnamäe linnaosa, Paekaare tn";"Paekaare tn";"K";547005,97;6588997,23;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0387";"Lasnamäe linnaosa";"Lasnamäe linnaosa";"";"";"";"03WY";"Paekaare tn";"Paekaare tänav";"";"";"";"";"";"";"";"";""
2048527;"ER01718068";"ER";"101018321-2057218";;"21.11.2008 07:06:14";"K";1264538;"377840482000001JS00003IGOAE6O0000";"Harju maakond, Tallinna linn, Mustamäe linnaosa, Sõpruse pst 167-51";"Sõpruse pst 167-51";"K";540038,78;6585810,20;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0482";"Mustamäe linnaosa";"Mustamäe linnaosa";"";"";"";"01JS";"Sõpruse pst";"Sõpruse puiestee";"";"";"";"3IGO";"167";"167";"AE6O";"51";"51"
117589;"LP00011777";"LP";"2107860";;"19.02.2004 02:31:39";"K";116652;"377840596000003Z80000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Punga tn";"Punga tn";"K";546990,35;6591294,78;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"03Z8";"Punga tn";"Punga tänav";"";"";"";"";"";"";"";"";""
118939;"LP00013432";"LP";"2614837";;"28.05.2004 09:55:22";"K";117658;"377840596000004KE0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Toomiku tee";"Toomiku tee";"K";547746,67;6594362;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"04KE";"Toomiku tee";"Toomiku tee";"";"";"";"";"";"";"";"";""
122916;"LP00018302";"LP";"2113992";;"19.02.2004 04:22:50";"K";112895;"377840298000004AV0000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Tina tn";"Tina tn";"K";543883,93;6588987,83;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"04AV";"Tina tn";"Tina tänav";"";"";"";"";"";"";"";"";""
121257;"LP00016274";"LP";"2102223";;"19.02.2004 00:25:32";"K";117713;"377840339000004030000000000000000";"Harju maakond, Tallinna linn, Kristiine linnaosa, Mõtuse tn";"Mõtuse tn";"K";540383,71;6587119,07;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0339";"Kristiine linnaosa";"Kristiine linnaosa";"";"";"";"0403";"Mõtuse tn";"Mõtuse tänav";"";"";"";"";"";"";"";"";""
121942;"LP00017113";"LP";"2119744";;"19.02.2004 06:46:14";"K";110070;"377840524000003R50000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Tungla tn";"Tungla tn";"K";537483,24;6581329,79;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03R5";"Tungla tn";"Tungla tänav";"";"";"";"";"";"";"";"";""
124557;"LP00020195";"LP";"2106326";;"19.02.2004 02:03:05";"K";108629;"3778405960000041L0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Ida tee";"Ida tee";"K";547875,48;6595335,71;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"041L";"Ida tee";"Ida tee";"";"";"";"";"";"";"";"";""
119525;"LP00014151";"LP";"2104783";;"19.02.2004 01:26:27";"K";108578;"377840387000003K40000000000000000";"Harju maakond, Tallinna linn, Lasnamäe linnaosa, Gaasi tn";"Gaasi tn";"K";548458,76;6588222,32;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0387";"Lasnamäe linnaosa";"Lasnamäe linnaosa";"";"";"";"03K4";"Gaasi tn";"Gaasi tänav";"";"";"";"";"";"";"";"";""
123178;"LP00018622";"LP";"2114738";;"19.02.2004 04:41:32";"K";116237;"377840298000003LD0000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Falgi tee";"Falgi tee";"K";541701,02;6588781,51;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"03LD";"Falgi tee";"Falgi tee";"";"";"";"";"";"";"";"";""
122347;"LP00017609";"LP";"2118706";;"19.02.2004 06:24:29";"K";115723;"377840524000003TE0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Saagi tn";"Saagi tn";"K";535936,94;6579833,96;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03TE";"Saagi tn";"Saagi tänav";"";"";"";"";"";"";"";"";""
122515;"LP00017815";"LP";"2562361";;"01.04.2004 20:25:22";"K";107842;"377840298000004740000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Lossi plats";"Lossi plats";"K";541920,12;6588887,68;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"0474";"Lossi plats";"Lossi plats";"";"";"";"";"";"";"";"";""
121039;"LP00016005";"LP";"2119273";;"19.02.2004 06:34:08";"K";108699;"3778405240000041F0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Hommiku tn";"Hommiku tn";"K";536134,40;6582496,17;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"041F";"Hommiku tn";"Hommiku tänav";"";"";"";"";"";"";"";"";""
125785;"LP00021457";"LP";"2113862";;"19.02.2004 04:20:47";"K";118780;"377840298000004760000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Luite tn";"Luite tn";"K";542528,18;6586073,22;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"0476";"Luite tn";"Luite tänav";"";"";"";"";"";"";"";"";""
123197;"LP00018646";"LP";"2107003";;"19.02.2004 02:15:48";"K";116779;"377840596000003JC0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Lilleherne tee";"Lilleherne tee";"K";550335,58;6594778,73;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"03JC";"Lilleherne tee";"Lilleherne tee";"";"";"";"";"";"";"";"";""
122579;"LP00017893";"LP";"2106261";;"19.02.2004 02:01:48";"K";118905;"377840596000004290000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Kressi tee";"Kressi tee";"K";549426,28;6594946,35;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"0429";"Kressi tee";"Kressi tee";"";"";"";"";"";"";"";"";""
125860;"LP00021533";"LP";"2120248";;"19.02.2004 06:56:35";"K";117559;"377840524000003QW0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Tiiru tn";"Tiiru tn";"K";539170,87;6583241,19;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03QW";"Tiiru tn";"Tiiru tänav";"";"";"";"";"";"";"";"";""
123071;"LP00018491";"LP";"2111074";;"19.02.2004 03:10:21";"K";114851;"377840176000003P70000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Järveotsa tee";"Järveotsa tee";"K";537141,26;6586061,65;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03P7";"Järveotsa tee";"Järveotsa tee";"";"";"";"";"";"";"";"";""
127548;"LP00022904";"LP";"2119227";;"19.02.2004 06:33:14";"K";115442;"377840524000004DX0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Karusmarja tn";"Karusmarja tn";"K";540731,93;6582673,92;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"04DX";"Karusmarja tn";"Karusmarja tänav";"";"";"";"";"";"";"";"";""
121410;"LP00016462";"LP";"2614863";;"28.05.2004 10:09:49";"K";113224;"377840176000004EF0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Kiini tn";"Kiini tn";"K";534097,75;6589057,60;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"04EF";"Kiini tn";"Kiini tänav";"";"";"";"";"";"";"";"";""
128233;"LP00023284";"LP";"2102181";;"19.02.2004 00:24:33";"K";113157;"3778403390000045E0000000000000000";"Harju maakond, Tallinna linn, Kristiine linnaosa, Talviku tn";"Talviku tn";"K";540916,06;6587531,99;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0339";"Kristiine linnaosa";"Kristiine linnaosa";"";"";"";"045E";"Talviku tn";"Talviku tänav";"";"";"";"";"";"";"";"";""
128245;"LP00023296";"LP";"2604183";;"23.04.2004 14:43:53";"K";113556;"377840387000001KZ0000000000000000";"Harju maakond, Tallinna linn, Lasnamäe linnaosa, Turba tn";"Turba tn";"K";546429,07;6589747,62;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0387";"Lasnamäe linnaosa";"Lasnamäe linnaosa";"";"";"";"01KZ";"Turba tn";"Turba tänav";"";"";"";"";"";"";"";"";""
117976;"LP00012249";"LP";"2117033";;"19.02.2004 05:38:22";"K";108545;"3778406140000044X0000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Paavli tn";"Paavli tn";"K";540039,62;6590291,59;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"044X";"Paavli tn";"Paavli tänav";"";"";"";"";"";"";"";"";""
123143;"LP00018579";"LP";"2118726";;"19.02.2004 06:24:55";"K";118813;"3778405240000048X0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Edu tn";"Edu tn";"K";539467,63;6582007,53;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"048X";"Edu tn";"Edu tänav";"";"";"";"";"";"";"";"";""
124352;"LP00019970";"LP";"2106236";;"19.02.2004 02:01:25";"K";108614;"3778405960000042G0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Kummeli tee";"Kummeli tee";"K";549029,59;6594979,56;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"042G";"Kummeli tee";"Kummeli tee";"";"";"";"";"";"";"";"";""
127316;"LP00022744";"LP";"2118784";;"19.02.2004 06:25:41";"K";112916;"377840524000003Q80000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Värsi tn";"Värsi tn";"K";536965,69;6582094,25;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03Q8";"Värsi tn";"Värsi tänav";"";"";"";"";"";"";"";"";""
121845;"LP00016993";"LP";"2119450";;"19.02.2004 06:38:02";"K";108708;"377840524000004DV0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Kanarbiku tn";"Kanarbiku tn";"K";536493,86;6583044,57;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"04DV";"Kanarbiku tn";"Kanarbiku tänav";"";"";"";"";"";"";"";"";""
128285;"LP00011723";"LP";"2106311";;"19.02.2004 02:02:38";"K";117964;"3778405960000042M0000000000000000";"Harju maakond, Tallinna linn, Pirita linnaosa, Kuslapuu tn";"Kuslapuu tn";"K";547294,26;6591165,41;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0596";"Pirita linnaosa";"Pirita linnaosa";"";"";"";"042M";"Kuslapuu tn";"Kuslapuu tänav";"";"";"";"";"";"";"";"";""
2700396;"ME00647206";"ME";"101029277";;"15.04.2010 12:05:59";"K";265913;"3778403390000040300000TEP00000000";"Harju maakond, Tallinna linn, Kristiine linnaosa, Mõtuse tn 20";"Mõtuse tn 20";"K";;;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0339";"Kristiine linnaosa";"Kristiine linnaosa";"";"";"";"0403";"Mõtuse tn";"Mõtuse tänav";"";"";"";"0TEP";"20";"20";"";"";""
121850;"LP00016999";"LP";"2110936";;"19.02.2004 03:09:14";"K";108799;"3778401760000046B0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Humala tn";"Humala tn";"K";539132,72;6587912,65;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"046B";"Humala tn";"Humala tänav";"";"";"";"";"";"";"";"";""
121853;"LP00017003";"LP";"2118607";;"19.02.2004 06:22:12";"K";108834;"377840524000004280000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Kreegi tn";"Kreegi tn";"K";540084,49;6582233,70;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"0428";"Kreegi tn";"Kreegi tänav";"";"";"";"";"";"";"";"";""
125957;"LP00021631";"LP";"2615044";;"28.05.2004 09:55:14";"K";114000;"377840176000004IX0000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Põlde tn";"Põlde tn";"K";533261,13;6589694,61;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"04IX";"Põlde tn";"Põlde tänav";"";"";"";"";"";"";"";"";""
125996;"LP00021671";"LP";"2615171";;"28.05.2004 09:55:21";"K";116499;"377840176000004K70000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Sädeme tn";"Sädeme tn";"K";535070,36;6588587;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"04K7";"Sädeme tn";"Sädeme tänav";"";"";"";"";"";"";"";"";""
125999;"LP00021674";"LP";"2113953";;"19.02.2004 04:22:16";"K";115239;"377840298000003OY0000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Laulupeo tn";"Laulupeo tn";"K";544006,55;6588482,11;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"03OY";"Laulupeo tn";"Laulupeo tänav";"";"";"";"";"";"";"";"";""
123279;"LP00018738";"LP";"2118861";;"19.02.2004 06:26:50";"K";108883;"377840524000003SX0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Rajametsa tn";"Rajametsa tn";"K";535970,31;6583327,31;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03SX";"Rajametsa tn";"Rajametsa tänav";"";"";"";"";"";"";"";"";""
129414;"LP00013751";"LP";"2602985";;"22.04.2004 14:53:10";"K";114442;"377840614000001L30000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Soo tn";"Soo tn";"K";541917,01;6590012,37;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"01L3";"Soo tn";"Soo tänav";"";"";"";"";"";"";"";"";""
125317;"LP00020984";"LP";"2119103";;"19.02.2004 06:30:53";"K";116512;"377840524000003QE0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Võsu tn";"Võsu tn";"K";538493,08;6583244,90;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"03QE";"Võsu tn";"Võsu tänav";"";"";"";"";"";"";"";"";""
126335;"LP00022015";"LP";"2116652";;"19.02.2004 05:32:00";"K";117458;"3778406140000047O0000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Uus-Kalamaja tn";"Uus-Kalamaja tn";"K";541687,64;6590225,35;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"047O";"Uus-Kalamaja tn";"Uus-Kalamaja tänav";"";"";"";"";"";"";"";"";""
126929;"LP00022475";"LP";"2613037";;"28.05.2004 09:52:41";"K";118844;"3778405240000061Y0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Võidu tn";"Võidu tn";"K";540614,97;6582606,94;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"061Y";"Võidu tn";"Võidu tänav";"";"";"";"";"";"";"";"";""
129508;"LP00018557";"LP";"2114521";;"19.02.2004 04:35:59";"K";115709;"3778402980000049N0000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Masina tn";"Masina tn";"K";543950,39;6587842,09;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"049N";"Masina tn";"Masina tänav";"";"";"";"";"";"";"";"";""
125328;"LP00020995";"LP";"2116720";;"19.02.2004 05:32:35";"K";108846;"377840614000004590000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Sirbi tn";"Sirbi tn";"K";538609,53;6590729,47;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"0459";"Sirbi tn";"Sirbi tänav";"";"";"";"";"";"";"";"";""
128794;"LP00017130";"LP";"2116690";;"19.02.2004 05:32:17";"K";110232;"377840614000003X50000000000000000";"Harju maakond, Tallinna linn, Põhja-Tallinna linnaosa, Puhangu tn";"Puhangu tn";"K";539617,80;6589939,13;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0614";"Põhja-Tallinna linnaosa";"Põhja-Tallinna linnaosa";"";"";"";"03X5";"Puhangu tn";"Puhangu tänav";"";"";"";"";"";"";"";"";""
126126;"LP00021802";"LP";"2113915";;"19.02.2004 04:21:36";"K";108517;"377840298000005Y00000000000000000";"Harju maakond, Tallinna linn, Kesklinna linnaosa, Komeedi tn";"Komeedi tn";"K";541386,51;6587923,84;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0298";"Kesklinna linnaosa";"Kesklinna linnaosa";"";"";"";"05Y0";"Komeedi tn";"Komeedi tänav";"";"";"";"";"";"";"";"";""
129073;"LP00023559";"LP";"2119504";;"19.02.2004 06:39:33";"K";108715;"377840524000004170000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Metsaveere tn";"Metsaveere tn";"K";535762,43;6581978,02;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"0417";"Metsaveere tn";"Metsaveere tänav";"";"";"";"";"";"";"";"";""
129198;"LP00013390";"LP";"2120997";;"19.02.2004 07:12:04";"K";117558;"3778405240000049E0000000000000000";"Harju maakond, Tallinna linn, Nõmme linnaosa, Hiidtamme tn";"Hiidtamme tn";"K";543071,34;6581292,37;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0524";"Nõmme linnaosa";"Nõmme linnaosa";"";"";"";"049E";"Hiidtamme tn";"Hiidtamme tänav";"";"";"";"";"";"";"";"";""
118565;"LP00012971";"LP";"2110761";;"19.02.2004 03:07:46";"K";116341;"377840176000003N20000000000000000";"Harju maakond, Tallinna linn, Haabersti linnaosa, Vana-Rannamõisa tee";"Vana-Rannamõisa tee";"K";535291,01;6588372,27;"37";"Harju maakond";"Harju maakond";"784";"Tallinna linn";"Tallinna linn";"0176";"Haabersti linnaosa";"Haabersti linnaosa";"";"";"";"03N2";"Vana-Rannamõisa tee";"Vana-Rannamõisa tee";"";"";"";"";"";"";"";"";""
